DATAFLOW,LAST UPDATE,freq,n_item,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,LU,2022,1.3,b
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,LV,2015,17.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,LV,2016,14.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,LV,2017,14.6,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,LV,2018,12.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,LV,2019,9.1,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,LV,2020,8.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,LV,2021,8.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,LV,2022,8.6,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,LV,2023,7.6,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,ME,2022,18.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,MK,2015,34.6,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,MK,2016,31.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,MK,2017,28.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,MK,2018,26.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,MK,2019,25.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,MK,2020,25.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,MT,2015,9.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,MT,2016,6.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,MT,2017,4.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,MT,2018,5.3,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,MT,2019,4.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,MT,2020,6.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,MT,2021,7.1,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,MT,2022,5.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,NL,2015,2.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,NL,2016,1.7,bu
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,NL,2017,1.6,u
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,NL,2018,2.1,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,NL,2019,2.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,NL,2020,1.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,NL,2021,2.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,NL,2022,2.6,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,NL,2023,2.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,NO,2015,0.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,NO,2017,1.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,NO,2018,1.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,NO,2019,1.1,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,NO,2020,1.6,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,NO,2021,1.3,b
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,NO,2022,1.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,PL,2015,9.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,PL,2016,7.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,PL,2017,6.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,PL,2018,5.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,PL,2019,5.3,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,PL,2020,4.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,PL,2021,4.6,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,PL,2022,3.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,PL,2023,3.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,PT,2015,12.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,PT,2016,10.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,PT,2017,9.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,PT,2018,7.6,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,PT,2019,6.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,PT,2020,6.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,PT,2021,7.1,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,PT,2022,6.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,PT,2023,5.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,RO,2015,35.1,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,RO,2016,35.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,RO,2017,34.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,RO,2018,30.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,RO,2019,27.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,RO,2020,27.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,RO,2021,28.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,RO,2022,28.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,RO,2023,25.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,RS,2015,25.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,RS,2017,23.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,RS,2018,19.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,RS,2019,17.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,RS,2020,16.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,RS,2021,16.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,RS,2022,15.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SE,2015,1.0,b
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SE,2016,1.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SE,2017,1.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SE,2018,0.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SE,2019,0.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SE,2020,1.3,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SE,2021,1.1,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SE,2022,1.6,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SE,2023,1.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SI,2015,5.3,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SI,2016,4.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SI,2017,4.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SI,2018,3.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SI,2019,2.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SI,2020,3.1,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SI,2021,2.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SI,2022,2.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SI,2023,2.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SK,2015,12.1,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SK,2016,11.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SK,2017,10.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SK,2018,8.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SK,2019,8.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SK,2020,7.3,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SK,2021,6.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SK,2022,6.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,SK,2023,8.1,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,TR,2015,3.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,TR,2016,4.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,TR,2017,19.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,TR,2018,18.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,TR,2019,18.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,TR,2020,19.3,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,TR,2021,22.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,UK,2015,5.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,UK,2016,4.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,UK,2017,4.2,bu
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,M,UK,2018,3.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,AL,2017,39.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,AL,2018,36.3,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,AL,2019,32.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,AL,2020,30.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,AL,2021,29.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,AT,2015,3.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,AT,2016,3.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,AT,2017,3.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,AT,2018,3.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,AT,2019,2.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,AT,2020,2.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,AT,2021,2.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,AT,2022,2.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,AT,2023,4.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,BE,2015,6.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,BE,2016,7.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,BE,2017,6.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,BE,2018,6.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,BE,2019,6.0,b
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,BE,2020,6.3,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,BE,2021,6.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,BE,2022,5.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,BE,2023,6.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,BG,2015,41.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,BG,2016,40.2,b
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,BG,2017,37.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,BG,2018,29.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,BG,2019,28.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,BG,2020,29.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,BG,2021,27.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,BG,2022,27.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,BG,2023,27.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CH,2015,1.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CH,2016,1.6,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CH,2017,1.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CH,2018,1.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CH,2019,2.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CH,2020,1.6,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CH,2021,1.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CH,2022,1.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CY,2015,11.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CY,2016,9.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CY,2017,8.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CY,2018,5.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CY,2019,4.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CY,2020,4.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CY,2021,5.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CY,2022,3.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CZ,2015,8.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CZ,2016,6.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CZ,2017,6.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CZ,2018,5.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CZ,2019,4.3,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CZ,2020,4.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CZ,2021,4.3,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CZ,2022,3.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,CZ,2023,5.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,DE,2015,6.3,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,DE,2016,5.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,DE,2017,4.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,DE,2018,3.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,DE,2019,3.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,DE,2020,6.5,b
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,DE,2021,6.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,DE,2022,8.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,DE,2023,9.3,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,DK,2015,2.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,DK,2016,2.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,DK,2017,3.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,DK,2018,2.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,DK,2019,3.0,u
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,DK,2020,2.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,DK,2021,3.3,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,DK,2022,3.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,DK,2023,4.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EA20,2015,10.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EA20,2016,9.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EA20,2017,8.3,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EA20,2018,7.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EA20,2019,7.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EA20,2020,8.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EA20,2021,7.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EA20,2022,8.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EE,2015,7.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EE,2016,5.6,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EE,2017,7.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EE,2018,6.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EE,2019,5.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EE,2020,5.1,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EE,2021,4.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EE,2022,5.6,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EE,2023,4.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EL,2015,24.6,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EL,2016,25.3,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EL,2017,22.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EL,2018,19.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EL,2019,18.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EL,2020,18.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EL,2021,17.3,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EL,2022,17.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EL,2023,17.6,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,ES,2015,9.3,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,ES,2016,9.3,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,ES,2017,9.1,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,ES,2018,9.1,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,ES,2019,8.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,ES,2020,10.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,ES,2021,9.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,ES,2022,9.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,ES,2023,10.1,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EU27_2020,2015,12.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EU27_2020,2016,11.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EU27_2020,2017,10.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EU27_2020,2018,9.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EU27_2020,2019,8.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EU27_2020,2020,9.0,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EU27_2020,2021,8.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,EU27_2020,2022,8.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,FI,2015,1.8,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,FI,2016,2.1,u
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,FI,2017,2.3,u
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,FI,2018,2.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,FI,2019,2.2,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,FI,2020,2.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,FI,2021,2.3,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,FI,2022,2.7,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,FI,2023,3.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,FR,2015,6.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,FR,2016,6.4,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,FR,2017,6.1,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,FR,2018,5.9,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,FR,2019,6.5,
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,FR,2020,6.6,b
ESTAT:TESSI080(1.0),24/05/24 14:14:00,A,GE7,PC,TOTAL,T,FR,2021,7.0,
